Generic,Name,Company,Strength,Price
Sodium Chloride + Dextrose,Pedisol,Popular Pharmaceuticals Ltd.,0.225%+5%,72.00
Sodium Chloride + Dextrose,Pedisol DS,Popular Pharmaceuticals Ltd.,0.225%+10%,80.00
Zinc Sulfate Monohydrate,Pedizinc,Rangs Pharmaceuticals Ltd.,10 mg/5 ml,30.10
Prednisolone Acetate,Pednisol,Drug International Ltd.,1%,90.30
Prednisolone,Pednisol,Drug International Ltd.,5 mg,1.72
Prednisolone,Pednisol,Drug International Ltd.,10 mg,3.23
Prednisolone,Pednisol,Drug International Ltd.,20 mg,6.27
Diphenhydramine Hydrochloride,Pedryl,Oyster Pharmaceuticals Ltd.,10 mg/5 ml,20.00
Pefloxacin,Pefla,Sonear Laboratories Ltd.,400 mg,15.38
Pefloxacin,Peflacine,Sanofi Bangladesh Ltd.,400 mg,15.28
Pefloxacin,Peflon,GlaxoSmithKline,400 mg,14.00
Pefloxacin,Peflox,Drug International Ltd.,400 mg,11.05
Pegfilgrastim [Pegylated Filgrastim],PEG-Filastin,Incepta Pharmaceuticals Ltd.,6 mg/0.6 ml,"15,000.00"
Peginterferon alfa-2b [Pegylated Interferon alfa-2b],Peg-Intron,Janata Traders,80 mcg,"17,728.90"
Pregabalin,Pegalin,Popular Pharmaceuticals Ltd.,25 mg,10.00
Pregabalin,Pegalin,Popular Pharmaceuticals Ltd.,50 mg,14.50
Pregabalin,Pegalin,Popular Pharmaceuticals Ltd.,75 mg,18.00
Pregabalin,Pegalin,Popular Pharmaceuticals Ltd.,100 mg,22.08
Pregabalin,Pegalin,Popular Pharmaceuticals Ltd.,150 mg,34.00
Pregabalin,Pegamax,Astra Biopharmaceuticals Ltd.,50 mg,11.00
Pregabalin,Pegamax,Astra Biopharmaceuticals Ltd.,75 mg,16.00
Pregabalin,Pegaron,Julphar Bangladesh Ltd.,50 mg,13.99
Pregabalin,Pegaron,Julphar Bangladesh Ltd.,75 mg,18.00
Peginterferon alfa-2a [Pegylated Interferon alfa-2a],Pegferon,Healthcare Pharmacuticals Ltd.,180 mcg/0.5 ml,"15,000.00"
Pegfilgrastim [Pegylated Filgrastim],Pegfilgrast,Beacon Pharmaceuticals Ltd.,6 mg/0.6 ml,"18,000.00"
Peginterferon alfa-2a [Pegylated Interferon alfa-2a],Pegin,Beacon Pharmaceuticals Ltd.,135 mcg/0.5 ml,"8,800.00"
Peginterferon alfa-2a [Pegylated Interferon alfa-2a],Pegin,Beacon Pharmaceuticals Ltd.,180 mcg/0.5 ml,"9,800.00"
Pegfilgrastim [Pegylated Filgrastim],Pegneufil,Healthcare Pharmacuticals Ltd.,6 mg/0.6 ml,"20,300.00"
Pantoprazole,Pelican,Delta Pharma Ltd.,20 mg,3.00
Alverine Citrate,Pelverin,Popular Pharmaceuticals Ltd.,60 mg,5.00
Pemirolast Potassium,Pemast,Opso Saline Ltd.,0.1%,75.28
Pemetrexed,Pemeta,Drug International Ltd.,100 mg/vial,"4,500.00"
Pemetrexed,Pemetor,Eskayef Bangladesh Ltd.,100 mg/vial,"5,000.00"
Pemetrexed,Pemetor,Eskayef Bangladesh Ltd.,500 mg/vial,"25,000.00"
Pemetrexed,Pemetrex,Beacon Pharmaceuticals Ltd.,500 mg/vial,"25,000.00"
Pemetrexed,Pemetrex,Beacon Pharmaceuticals Ltd.,100 mg/vial,"5,000.00"
Amoxicillin Trihydrate,Pemox,APC Pharma Ltd.,500 mg,6.00
Amoxicillin Trihydrate,Pemox,APC Pharma Ltd.,125 mg/5 ml,45.00
Amoxicillin Trihydrate,Pemox,APC Pharma Ltd.,125 mg/1.25 ml,28.00
Benzyl Penicillin,Pen-G,Opsonin Pharma Ltd.,5 lac unit/vial,11.29
Benzyl Penicillin,Pen-G,Opsonin Pharma Ltd.,10 lac unit/vial,16.73
Diclofenac Sodium,Penac,APC Pharma Ltd.,50 mg,0.85
Diclofenac Sodium,Penac TR,APC Pharma Ltd.,100 mg,3.00
Aceclofenac,Penac-AC,APC Pharma Ltd.,100 mg,3.00
Azithromycin,Penalox,Rephco Pharmaceuticals Ltd.,500 mg,30.00
Azithromycin,Penalox,Rephco Pharmaceuticals Ltd.,200 mg/5 ml,95.00
Chlorpheniramine Maleate,Penamin,APC Pharma Ltd.,4 mg,0.20
Phenoxymethyl Penicillin [Penicillin V],Penci-V,Skylab Pharmaceuticals Ltd.,250 mg,1.53
Phenoxymethyl Penicillin [Penicillin V],Penci-V,Skylab Pharmaceuticals Ltd.,125 mg/5 ml,18.00
Phenoxymethyl Penicillin [Penicillin V],Pencillin V,Essential Drugs Company Ltd.,125 mg/5 ml,24.73
Phenoxymethyl Penicillin [Penicillin V],Pencillin V,Essential Drugs Company Ltd.,250 mg,1.76
Cloxacillin,Penclox,Central Pharmaceuticals Ltd.,500 mg,5.80
Cloxacillin,Penclox,Central Pharmaceuticals Ltd.,125 mg/5 ml,43.00
Tramadol Hydrochloride,Pendol,Alco Pharma Ltd.,50 mg,6.02
Perindopril Arginine,Pendoril,Renata Limited,4 mg,13.99
Perindopril Arginine,Pendoril,Renata Limited,2 mg,9.00
Indapamide + Perindopril Arginine,Pendoril Plus,Renata Limited,0.625 mg+2 mg,10.00
Indapamide + Perindopril Arginine,Pendoril Plus,Renata Limited,1.25 mg+4 mg,14.99
Tadalafil,Penfil,Biopharma Laboratories Ltd.,10 mg,29.99
Phenoxymethyl Penicillin [Penicillin V],Penicillin,Bristol Pharmaceuticals Ltd.,250 mg,2.28
Phenoxymethyl Penicillin [Penicillin V],Penicillin-V,Indo Bangla Pharmaceutical,250 mg,1.50
Phenoxymethyl Penicillin [Penicillin V],Penicillin-V,Indo Bangla Pharmaceutical,125 mg/5 ml,18.00
Amoxicillin Trihydrate,Penmox,Techno Drugs Ltd.,500 mg,6.73
Amoxicillin Trihydrate,Penmox,Techno Drugs Ltd.,125 mg/5 ml,56.73
Amoxicillin Trihydrate,Penmox,Techno Drugs Ltd.,250 mg/vial,21.90
Amoxicillin Trihydrate,Penmox,Techno Drugs Ltd.,500 mg/vial,24.88
Meropenem Trihydrate,Penomer,Beximco Pharmaceuticals Ltd.,1 gm/vial,"1,300.00"
Meropenem Trihydrate,Penomer,Beximco Pharmaceuticals Ltd.,500 mg/vial,700.00
Methyl Salicylate + Menthol,Penrif,Square Pharmaceuticals Ltd.,30%+8%,60.40
Phenoxymethyl Penicillin [Penicillin V],Pentab,Sonear Laboratories Ltd.,250 mg,2.29
Tapentadol Hydrochloride,Pentadol,Square Pharmaceuticals Ltd.,100 mg,25.08
Tapentadol Hydrochloride,Pentadol,Square Pharmaceuticals Ltd.,50 mg,14.05
Tapentadol Hydrochloride,Pentadol,Square Pharmaceuticals Ltd.,75 mg,20.06
Human Immunoglobulin-G [IgG],Pentaglobin,Unimed Unihealth MFG. Ltd.,500 mg/10 ml,"4,478.28"
Diphtheria + Tetanus + Pertussis + Poliomyelitis + Haemophilus Type B Conjugate Vaccine,PENTAXIM,Sanofi Bangladesh Ltd.,0.5 ml/prefilled syringe,"1,330.10"
Pentazocine Hydrochloride,Pentazo,General Pharmaceuticals Ltd.,30 mg/ml,30.00
Flupentixol + Melitracen,Penticin,Euro Pharma Ltd.,0.5 mg+10 mg,5.00
Flupentixol + Melitracen,Pentixol,Techno Drugs Ltd.,0.5 mg+10 mg,2.99
Pantoprazole,Pentosa,Pharmasia Limited,20 mg,4.00
Pantoprazole,Pentosa,Pharmasia Limited,40 mg,6.00
Phenoxymethyl Penicillin [Penicillin V],Penvik,Square Pharmaceuticals Ltd.,250 mg,2.30
Phenoxymethyl Penicillin [Penicillin V],Penvik DS,Square Pharmaceuticals Ltd.,500 mg,4.44
Phenoxymethyl Penicillin [Penicillin V],Penvik Forte,Square Pharmaceuticals Ltd.,250 mg/5 ml,58.64
Flupentixol + Melitracen,Penxit,Peoples Pharma Ltd.,0.5 mg+10 mg,3.00
Calcium Carbonate [Elemental] + Vitamin D3,Peocal D,Peoples Pharma Ltd.,500 mg+200 IU,3.00
Ciprofloxacin,Peoflox,Peoples Pharma Ltd.,500 mg,12.00
Vitamin B complex,Peoplex,Peoples Pharma Ltd.,,17.00
Zinc Sulfate Monohydrate,Pep,Orion Pharma Ltd.,4.05 mg/5 ml,36.01
Vitamin B Complex + Zinc,Pep Plus,Orion Pharma Ltd.,,3.00
Vitamin B Complex + Zinc,Pep Plus,Orion Pharma Ltd.,,52.00
Aspartame,Pep Sweet,Sonear Laboratories Ltd.,25 mg,0.70
Zinc Sulfate Monohydrate,Pep-2,Orion Pharma Ltd.,10 mg/5 ml,38.01
Zinc Sulfate Monohydrate,Pep-20,Orion Pharma Ltd.,20 mg,2.75
Zinc Sulfate Monohydrate,Pep-20,Orion Pharma Ltd.,20 mg/5 ml,57.01
Magaldrate + Simethicone,Pepcon Plus,Leon Pharmaceuticals Ltd.,480 mg+20 mg,3.01
Magaldrate + Simethicone,Pepcon Plus,Leon Pharmaceuticals Ltd.,(480 mg+20 mg)/5 ml,110.34
Phenoxymethyl Penicillin [Penicillin V],Pepin,Kemiko Pharmaceuticals Ltd.,125 mg/5 ml,N/A
Omeprazole,Peplo,Silco Pharmaceutical Ltd.,20 mg,N/A
Omeprazole,Peplo,Silco Pharmaceutical Ltd.,40 mg,N/A
Jeerakaddarishta Carminative,Pepnor,Square Pharmaceuticals Ltd.,,80.00
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Peptacid,Amico Laboratories Ltd.,(400 mg+400 mg+30 mg)/5 ml,55.00
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Peptacid,Amico Laboratories Ltd.,200 mg+200 mg+30 mg,1.00
Famotidine,Peptid,Opsonin Pharma Ltd.,20 mg,1.90
Ranitidine,Peptidin,Cosmic Pharma Ltd.,150 mg,2.00
Ranitidine,Peptil H,Eskayef Bangladesh Ltd.,150 mg,2.00
Ranitidine,Peptil H,Eskayef Bangladesh Ltd.,75 mg/5 ml,45.00
Ranitidine,Peptil H,Eskayef Bangladesh Ltd.,50 mg/2 ml,9.00
Zinc Sulfate Monohydrate,Peptin,Nipa Pharmaceuticals Ltd.,4.05 mg/5 ml,25.28
Zinc Sulfate Monohydrate,Peptin-DS,Nipa Pharmaceuticals Ltd.,10 mg/5 ml,35.00
Bismuth Subsalicylate,Pepto-Care,D16 Pharma & Biotec,87.5 mg/5 ml,150.00
Bismuth Subsalicylate,Peptocid,Incepta Pharmaceuticals Ltd.,87.5 mg/5 ml,95.00
Bismuth Subsalicylate,Peptofit,Opsonin Pharma Ltd.,87.5 mg/5 ml,100.00
Ranitidine,Peptonil R,Decent Pharma Laboratories Ltd.,150 mg,2.00
Omeprazole,Peptral,Labaid Pharma Ltd.,20 mg,6.00
Omeprazole,Peptral,Labaid Pharma Ltd.,40 mg,9.03
Esomeprazole,Pepzol,Leon Pharmaceuticals Ltd.,20 mg,6.99
Esomeprazole,Pepzol,Leon Pharmaceuticals Ltd.,40 mg,10.00
Permethrin,Perclear,Amulet Pharmaceuticals Ltd.,5% w/w,40.13
Betacarotene + Vitamin C + Vitamin E,Perex,Central Pharmaceuticals Ltd.,6 mg+200 mg+50 mg,2.50
Fexofenadine Hydrochloride,Perfex,Beacon Pharmaceuticals Ltd.,120 mg,8.00
Fexofenadine Hydrochloride,Perfex,Beacon Pharmaceuticals Ltd.,180 mg,10.00
Fexofenadine Hydrochloride,Perfex,Beacon Pharmaceuticals Ltd.,60 mg,5.00
Sildenafil Citrate,Performax,Renata Limited,50 mg,30.00
Sildenafil Citrate,Performax,Renata Limited,100 mg,50.00
Esomeprazole,Pergel,Premier Pharmaceuticals Ltd.,20 mg,5.00
Domperidone Maleate,Peri,Hudson Pharmaceuticals Ltd.,10 mg,2.00
Domperidone Maleate,Peri,Hudson Pharmaceuticals Ltd.,5 mg/5 ml,35.00
Paricalcitol,Pericon,Beacon Pharmaceuticals Ltd.,1 mcg,45.14
Cyproheptadine,Perictol,Aexim Pharmaceuticals Ltd.,4 mg,2.00
Haloperidol,Peridol,Square Pharmaceuticals Ltd.,5 mg,1.01
Domperidone Maleate,Peridone,Astra Biopharmaceuticals Ltd.,10 mg,2.00
Haloperidol,Perigen,General Pharmaceuticals Ltd.,5 mg,1.00
Haloperidol,Perigen,General Pharmaceuticals Ltd.,5 mg/ml,12.03
Domperidone Maleate,Perigut,Leon Pharmaceuticals Ltd.,5 mg/5 ml,28.00
Domperidone Maleate,Perigut,Leon Pharmaceuticals Ltd.,10 mg,2.50
Ketorolac Tromethamine,Perilac,Biopharma Laboratories Ltd.,10 mg,11.00
Ketorolac Tromethamine,Perilac,Biopharma Laboratories Ltd.,30 mg/ml,55.22
Tolperisone Hydrochloride,Perilax,Beximco Pharmaceuticals Ltd.,50 mg,3.00
Desloratadine,Perilor,Bristol Pharmaceuticals Ltd.,5 mg,2.50
Fluticasone Propionate (Nasal Spray),Perinase,Beximco Pharmaceuticals Ltd.,50 mcg/spray,250.00
Indapamide + Perindopril Arginine,Perindal 2+,Opsonin Pharma Ltd.,0.625 mg+2 mg,7.03
Indapamide + Perindopril Arginine,Perindal 4+,Opsonin Pharma Ltd.,1.25 mg+4 mg,12.04
Doripenem,Perinem,Drug International Ltd.,500 mg/vial,"2,000.00"
Domperidone Maleate,Perion,Globe Pharmaceuticals Ltd.,10 mg,2.00
Domperidone Maleate,Perion,Globe Pharmaceuticals Ltd.,5 mg/5 ml,30.00
Ondansetron,Periset,ACME Laboratories Ltd.,4 mg/5 ml,45.00
Ondansetron,Periset,ACME Laboratories Ltd.,8 mg/4 ml,30.10
Ondansetron,Periset,ACME Laboratories Ltd.,8 mg,10.03
Ceftriaxone,Perix,Monicopharma Ltd.,250 mg/vial,90.00
Ceftriaxone,Perix,Monicopharma Ltd.,500 mg/vial,120.00
Ceftriaxone,Perix,Monicopharma Ltd.,1 gm/vial,160.00
Ceftriaxone,Perix,Monicopharma Ltd.,250 mg/vial,90.00
Ceftriaxone,Perix,Monicopharma Ltd.,500 mg/vial,120.00
Ceftriaxone,Perix,Monicopharma Ltd.,1 gm/vial,160.00
Ceftriaxone,Perix,Monicopharma Ltd.,2 gm/vial,300.00
Omeprazole,Perizol,Leon Pharmaceuticals Ltd.,20 mg,5.00
Omeprazole,Perizol,Leon Pharmaceuticals Ltd.,40 mg,8.00
Pertuzumab,Perjeta,Roche Bangladesh Ltd.,420 mg/14 ml,"175,000.00"
Levodopa + Carbidopa,Perkidopa,Square Pharmaceuticals Ltd.,250 mg+25 mg,10.00
Levodopa + Carbidopa,Perkidopa,Square Pharmaceuticals Ltd.,100 mg+10 mg,7.00
Procyclidine Hydrochloride,Perkinil,Square Pharmaceuticals Ltd.,5 mg,1.00
Procyclidine Hydrochloride,Perkinil,Square Pharmaceuticals Ltd.,10 mg/2 ml,35.00
Ropinirole,Perkirol,Square Pharmaceuticals Ltd.,0.25 mg,2.01
Ropinirole,Perkirol,Square Pharmaceuticals Ltd.,2 mg,6.04
Permethrin,Perls,Globe Pharmaceuticals Ltd.,5% w/w,40.00
Medroxyprogesterone Acetate,Perlutex,Leo Pharmaceuticals Ltd.,5 mg,10.62
Permethrin,Perma,Alco Pharma Ltd.,5% w/w,24.07
Permethrin,Permenin,Medicon Pharmaceuticals Ltd.,5% w/w,23.86
Permethrin,Permet,Gaco Pharmaceuticals Ltd.,5% w/w,25.08
Permethrin,Permethi,Pharmasia Limited,5% w/w,25.00
Permethrin,Permin,ACME Laboratories Ltd.,5% w/w,25.17
Permethrin,Permisol,ACI Limited,5% w/w,30.09
Permethrin + Crotamiton,Permisol Max,ACI Limited,5%+10%,100.00
Fluphenazine + Nortriptyline,Permival,Opsonin Pharma Ltd.,0.5 mg+10 mg,1.00
Haloperidol,Perol,Ambee Pharmaceuticals Ltd.,5 mg,0.51
Haloperidol,Perol,Ambee Pharmaceuticals Ltd.,5 mg/ml,10.03
Permethrin,Perosa,Eskayef Bangladesh Ltd.,5% w/w,50.00
Flucloxacillin Sodium,Perpen,Rangs Pharmaceuticals Ltd.,250 mg,5.52
Flucloxacillin Sodium,Perpen,Rangs Pharmaceuticals Ltd.,500 mg,10.57
Flucloxacillin Sodium,Perpen,Rangs Pharmaceuticals Ltd.,125 mg/5 ml,60.18
Permethrin,Perscab,Navana Pharmaceuticals Ltd.,5% w/w,55.00
Losartan Potassium,Pertilos,Navana Pharmaceuticals Ltd.,50 mg,8.03
Losartan Potassium + Hydrochlorothiazide,Pertilos Plus,Navana Pharmaceuticals Ltd.,50 mg+12.5 mg,8.03
Pertuzumab,Pertuza,Incepta Pharmaceuticals Ltd.,420 mg/14 ml,"70,000.00"
Permethrin,Pesimex,Pharmadesh Laboratories Ltd.,5% w/w,25.09
Pethidine Hydrochloride,Pethidine,Essential Drugs Company Ltd.,50 mg/ml,13.80
Pethidine Hydrochloride,Pethidine 50,Rephco Pharmaceuticals Ltd.,50 mg/ml,5.20
Ketorolac Tromethamine,Petorolac,Pharmik Laboratories Ltd.,10 mg,10.00
Oxytetracycline + Polymixin B Sulphate,Petracin,Peoples Pharma Ltd.,3%+0.013%,9.10
Ketorolac Tromethamine,Petrolac,Prime Pharmaceuticals Ltd.,10 mg,10.00
Ulipristal Acetate [For emergency contraception],Peuli,Ziska Pharmaceuticals Ltd.,30 mg,195.01
Econazole Nitrate,Pevaryl,Sanofi Bangladesh Ltd.,1%,32.59
Econazole Nitrate + Triamcinolone Acetonide,Pevicort,Cosmic Pharma Ltd.,1%+0.1%,45.00
Econazole Nitrate + Triamcinolone Acetonide,Peviderm,Pharmasia Limited,1%+0.1%,40.00
Econazole Nitrate + Triamcinolone Acetonide,Pevisia,Asiatic Laboratories Ltd.,1%+0.1%,34.00
Econazole Nitrate + Triamcinolone Acetonide,Pevisone,Sanofi Bangladesh Ltd.,1%+0.1%,55.00
Econazole Nitrate + Triamcinolone Acetonide,Pevitin,Square Pharmaceuticals Ltd.,1%+0.1%,45.00
Pregabalin,PG,Eskayef Bangladesh Ltd.,25 mg,8.00
Pregabalin,PG,Eskayef Bangladesh Ltd.,50 mg,14.00
Pregabalin,PG,Eskayef Bangladesh Ltd.,75 mg,18.00
Pioglitazone,PGT,Central Pharmaceuticals Ltd.,15 mg,8.00
Sodium Succinate + Cytochrome C + Adenosine + Nicotinamide,Phacovit,Aristopharma Ltd.,,125.00
Azithromycin,Phagocin,Marker Pharma Ltd.,500 mg,30.09
Azithromycin,Phagocin,Marker Pharma Ltd.,200 mg/5 ml,85.26
Oral Rehydration Salt [Powder],Pharma Saline,Pharmadesh Laboratories Ltd.,13.95 gm,4.50
Aluminium Hydroxide + Magnesium Hydroxide,Pharmacid,Pharmadesh Laboratories Ltd.,250 mg+400 mg,1.80
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Pharmacid Plus,Pharmadesh Laboratories Ltd.,400 mg+400 mg+30 mg,1.13
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Pharmacid Plus,Pharmadesh Laboratories Ltd.,(200 mg+400 mg+30 mg)/5 ml,63.00
Diazepam,Pharmapam,Pharmadesh Laboratories Ltd.,5 mg,0.25
Phenoxymethyl Penicillin [Penicillin V],Pharmapen,Pharmadesh Laboratories Ltd.,250 mg,2.20
Phenoxymethyl Penicillin [Penicillin V],Pharmapen,Pharmadesh Laboratories Ltd.,125 mg/5 ml,18.40
Cotrimoxazole [Sulphamethoxazole + Trimethoprim],Pharmatrim,Pharmadesh Laboratories Ltd.,400 mg+80 mg,1.30
Cotrimoxazole [Sulphamethoxazole + Trimethoprim],Pharmatrim,Pharmadesh Laboratories Ltd.,(200 mg+40 mg)/5 ml,21.58
Cotrimoxazole [Sulphamethoxazole + Trimethoprim],Pharmatrim DS,Pharmadesh Laboratories Ltd.,800 mg+160 mg,2.60
Multivitamin [Pediatric preparation],Pharmavit,Pharmadesh Laboratories Ltd.,,25.00
Amoxicillin Trihydrate,Pharmoxyl,Pharmadesh Laboratories Ltd.,250 mg,3.25
Amoxicillin Trihydrate,Pharmoxyl,Pharmadesh Laboratories Ltd.,500 mg,5.86
Amoxicillin Trihydrate,Pharmoxyl,Pharmadesh Laboratories Ltd.,125 mg/5 ml,47.43
Amoxicillin Trihydrate,Pharmoxyl,Pharmadesh Laboratories Ltd.,125 mg/1.25 ml,30.11
Diphenhydramine Hydrochloride,Phenadryl,ACME Laboratories Ltd.,10 mg/5 ml,38.11
Diphenhydramine Hydrochloride,Phendrin,Salton Pharmaceuticals Ltd.,10 mg/5 ml,22.08
Promethazine Hydrochloride,Phenerex,Jayson Pharma Ltd.,5 mg/5 ml,24.03
Promethazine Hydrochloride (Injection),Phenerex,Jayson Pharma Ltd.,50 mg/2 ml,4.18
Promethazine Hydrochloride (Injection),Phenerex,Jayson Pharma Ltd.,25 mg/ml,3.38
Promethazine Hydrochloride,Phenergan,Sanofi Bangladesh Ltd.,5 mg/5 ml,28.05
Promethazine Hydrochloride,Phenergan,Sanofi Bangladesh Ltd.,10 mg,1.36
Phenobarbital,Phenobarbitone,Seema Pharmaceuticals Ltd.,30 mg,0.60
Phenobarbital,Phenobarbitone 30,Essential Drugs Company Ltd.,30 mg,0.53
Mycophenolate Mofetil,Phenocept,Renata Limited,500 mg,68.00
Chlorpheniramine Maleate,Phenomark,Hallmark Pharmaceuticals Ltd.,2 mg/5 ml,21.67
Phenobarbital,Phenoson,Jayson Pharma Ltd.,30 mg,0.78
Phenoxymethyl Penicillin [Penicillin V],Phenoxymethyl,APC Pharma Ltd.,250 mg,1.50
Promethazine Hydrochloride,Phensilex,Aztec Pharmaceuticals Ltd.,5 mg/5 ml,10.00
Chlorpheniramine Maleate,Pheramin,Amico Laboratories Ltd.,4 mg,0.20
Chlorpheniramine Maleate,Pheramin,Amico Laboratories Ltd.,2 mg/5 ml,14.90
Metronidazole,Phidazole,Pharmadesh Laboratories Ltd.,400 mg,1.10
Metronidazole,Phidazole,Pharmadesh Laboratories Ltd.,200 mg/5 ml,24.50
Azithromycin,Phoenix Azithromycin,Phoenix Chemical Laboratory,500 mg,4.00
Calcium Carbonate,Phoenix Calcium,Phoenix Chemical Laboratory,500 mg,2.00
Cetirizine Hydrochloride [Oral],Phoenix Cetirizine,Phoenix Chemical Laboratory,10 mg,2.50
Ibuprofen,Phoenix Ibuprofen,Phoenix Chemical Laboratory,400 mg,1.43
Ketorolac Tromethamine,Phoenix Ketorolac,Phoenix Chemical Laboratory,10 mg,10.00
Omeprazole,Phoenix Omeprazole,Phoenix Chemical Laboratory,20 mg,4.00
Paracetamol + Caffeine,Phoenix Paracetamol Plus,Phoenix Chemical Laboratory,500 mg+65 mg,1.50
Ranitidine,Phoenix Ranitidine,Phoenix Chemical Laboratory,150 mg,2.00
Sodium Dihydrogen Phosphate + Disodium Hydrogen Phosphate,Phosphoprep,D16 Pharma & Biotec,(2.711 gm+1.2 gm)/5 ml,230.00
Doxophylline,Phydox,Benham Pharmaceuticals Ltd.,200 mg,6.00
Doxophylline,Phydox,Benham Pharmaceuticals Ltd.,400 mg,10.00
Flucloxacillin Sodium,Phylopen,Square Pharmaceuticals Ltd.,250 mg,5.54
Flucloxacillin Sodium,Phylopen,Square Pharmaceuticals Ltd.,125 mg/5 ml,60.40
Flucloxacillin Sodium,Phylopen,Square Pharmaceuticals Ltd.,500 mg/vial,45.30
Flucloxacillin Sodium,Phylopen DS,Square Pharmaceuticals Ltd.,500 mg,10.57
Flucloxacillin Sodium,Phylopen Forte,Square Pharmaceuticals Ltd.,250 mg/5 ml,110.75
Caprylic + Capric Triglyceride,Physiogel,GlaxoSmithKline,,499.00
Caprylic + Capric Triglyceride,Physiogel,GlaxoSmithKline,,960.00
Omeprazole,Piazol,Globex Pharmaceuticals Ltd.,20 mg,5.00
Clonazepam,Picloza,Innova Pharma (Albion Laboratories),25 mg,3.07
Clonazepam,Picloza,Innova Pharma (Albion Laboratories),100 mg,11.33
Cefuroxime Axetil,Picocef,Concord Pharmaceuticals Ltd.,250 mg,25.00
Cefuroxime Axetil,Picocef,Concord Pharmaceuticals Ltd.,500 mg,45.00
Cefuroxime Axetil,Picocef,Concord Pharmaceuticals Ltd.,125 mg/5 ml,198.59
Pioglitazone,Pidus,ACME Laboratories Ltd.,15 mg,8.07
Pizotifen,Pifen,Opsonin Pharma Ltd.,0.5 mg,3.00
Pizotifen,Pifen,Opsonin Pharma Ltd.,1.5 mg,7.03
Pioglitazone,Piglit,Pacific Pharmaceuticals Ltd.,15 mg,8.00
Micronised Diosmin + Hesperidin,Pilestop,ACME Laboratories Ltd.,450 mg+50 mg,8.07
Fluconazole,Pileus,One Pharma Ltd.,50 mg,8.00
Fluconazole,Pileus,One Pharma Ltd.,150 mg,22.00
Pilocarpine Hydrochloride (Ophthalmic),Pilo Drop,Reman Drug Laboratories Ltd.,1%,74.20
Pilocarpine Hydrochloride (Ophthalmic),Pilo Drop,Reman Drug Laboratories Ltd.,2%,172.25
Pilocarpine Hydrochloride (Ophthalmic),Pilo Drop,Reman Drug Laboratories Ltd.,4%,212.00
Pilocarpine Hydrochloride (Ophthalmic),Pilocarpine,Opso Saline Ltd.,1%,47.46
Pilocarpine Hydrochloride (Ophthalmic),Pilocarpine,Opso Saline Ltd.,2%,74.28
Pilocarpine Hydrochloride (Oral),Pilogen,Aristopharma Ltd.,5 mg,10.00
Pilocarpine Hydrochloride (Ophthalmic),Piloma,Opsonin Pharma Ltd.,2%,199.92
Calcium Dobesilate + Lidocaine HCl + Dexamethasone Acetate,Pilosol,Ziska Pharmaceuticals Ltd.,4%+2%+0.025%,160.00
Cefepime Hydrochloride,Pime-4,ACI Limited,500 mg/vial,302.04
Cefepime Hydrochloride,Pime-4,ACI Limited,1 gm/vial,553.73
Metformin Hydrochloride,Pimin,Pharmadesh Laboratories Ltd.,500 mg,2.50
Metformin Hydrochloride,Pimin,Pharmadesh Laboratories Ltd.,850 mg,3.51
Clindamycin + Tretinoin,Pimponil,Kumudini Pharma Ltd.,1.2%+0.025%,140.00
Pivmecillinam,Pinam,Kemiko Pharmaceuticals Ltd.,200 mg,12.00
Bismuth Subsalicylate,Pink-Bismol,Ziska Pharmaceuticals Ltd.,87.5 mg/5 ml,120.00
Imipramine,Pinor,Aristopharma Ltd.,25 mg,4.00
Butamirate Citrate,Pintus,Navana Pharmaceuticals Ltd.,7.5 mg/5 ml,80.00
Sparfloxacin,Piocin,Millat Pharmaceuticals Ltd.,200 mg,18.00
Pioglitazone,Piodar,Incepta Pharmaceuticals Ltd.,15 mg,8.00
Povidone Iodine (Mouthwash & Topical),Piodin,Pharmasia Limited,6% w/w,35.00
Pioglitazone,Piol,Opsonin Pharma Ltd.,15 mg,8.03
Pioglitazone,Piol,Opsonin Pharma Ltd.,30 mg,15.05
Pioglitazone + Metformin Hydrochloride,Piol-M,Opsonin Pharma Ltd.,15 mg+500 mg,9.03
Pioglitazone + Metformin Hydrochloride,Piol-M,Opsonin Pharma Ltd.,15 mg+850 mg,10.04
Pioglitazone,Piolit,Alco Pharma Ltd.,15 mg,8.02
Pioglitazone + Metformin Hydrochloride,PioMet,Silva Pharmaceuticals Ltd.,15 mg+500 mg,9.03
Pioglitazone + Metformin Hydrochloride,PioMet,Silva Pharmaceuticals Ltd.,15 mg+850 mg,10.03
Pioglitazone + Metformin Hydrochloride,Piomin,Pacific Pharmaceuticals Ltd.,15 mg+500 mg,10.00
Pioglitazone + Metformin Hydrochloride,Piomin,Pacific Pharmaceuticals Ltd.,15 mg+850 mg,11.50
Pioglitazone + Metformin Hydrochloride,Piover M,Veritas Pharmaceuticals Ltd.,15 mg+850 mg,10.03
Pioglitazone + Metformin Hydrochloride,Piover M,Veritas Pharmaceuticals Ltd.,15 mg+500 mg,9.03
Pioglitazone,Piozena,Drug International Ltd.,15 mg,8.00
Pioglitazone,Piozena,Drug International Ltd.,30 mg,12.99
